,text,accept,bug_fix,feature_addition,performance_improvement
1708,    usb: allow initialization of broken keyspan serial adapters.          fixes the keyspan driver after the addition of additional     checking of driver requirements introduced in usb-serial.c     commit 063a2da8f01806906f7d7b1a1424b9afddebc443.  the initialization     of the keyspan usb_serial_driver structs were not initializing the     num_interrupt_out field and the additiona,['bug_fix'],1,0,0
1709,    [bs-167] fixed yamlprocessor to not create a key for an array          [fixes #51968679] yamlpropertiesfactorybean creates unbindable keys     (the tostring() of the whole map for instance) ,['bug_fix'],1,0,0
1710,    fix: extract links in post processor          when oneboxes are not cached or are refreshed they can introduce new     links  these links must be extracted otherwise you can not follow them ,['bug_fix'],1,0,0
1711,    improve consistency in nsnumber bridging          this makes sure casts of nan succeed  and init(exactly: nan) fails. ,"['performance_improvement', 'bug_fix']",1,0,1
1712,    media: use strscpy() instead of strlcpy()          the implementation of strscpy() is more robust and safer.          that's now the recommended way to copy nul terminated strings.          signed-off-by: mauro carvalho chehab <mchehab+samsung@kernel.org>     reviewed-by: kees cook <keescook@chromium.org>     acked-by: hans verkuil <hans.verkuil@cisco.com>     signed-off-by: ma,['performance_improvement'],0,0,1
1713,    enable vsthrd100 (avoid async void methods) and fix violations ,['bug_fix'],1,0,0
1714,    [stdlib] add hashing methods to rawrepresentable to match == ,['feature_addition'],0,1,0
1715,    drm/amd/powerplay: fix memory leak of tdp_table          tdp_table is being leaked on failed allocations of     hwmgr->dyn_state.cac_dtp_table. kfree tdp_table on the error     return path to fix the leak.          signed-off-by: colin ian king <colin.king@canonical.com>     signed-off-by: alex deucher <alexander.deucher@amd.com> ,['bug_fix'],1,0,0
1716,    [reflection] hoist computation of metadata/value for opaque existential to the reader.          this will allow re-use of this code in remoteast (and  transitively      in lldb).          <rdar://problem/41546568> ,['performance_improvement'],0,0,1
1717,    changed coding standards: indendation is now 4 spaces ,['performance_improvement'],0,0,1
1718,    [scsi] mptbase: fix use-after-free's          ioc->name is used in the printk's after ioc has been freed.  free     after prinks to fix this.          this patch fixes two use-after-free's introduced by     commit e78d5b8f1e73ab82f3fd041d05824cfee7d83a2c and spotted by the     coverity checker.          signed-off-by: adrian bunk <bunk@kernel.org>     signed-off-by: james botto,['bug_fix'],1,0,0
1719,    asoc: rsnd: tidyup debug print position on rsnd_dma_attach()          it can't output corrent dma name *before* rsnd_mod_init().     it goes to *after* rsnd_mod_init() by this patch          signed-off-by: kuninori morimoto <kuninori.morimoto.gx@renesas.com>     signed-off-by: mark brown <broonie@kernel.org> ,['bug_fix'],1,0,0
1720,    fix the indent for the parameter and typeparameter emit in .d.ts file ,['bug_fix'],1,0,0
1721,    - registry: fix issue preventing to pull specific tag ,['bug_fix'],1,0,0
1722,    exp/locale/collate: changed api of builder to be more convenient     for dealing with cldr files:     - add now taxes a list of indexes of colelems that are variables. checking and       handling is now done by the builder.  variabletop is now also properly generated       using the build method.     - introduced separate builder  called tailoring  for creating tailorings of ro,"['feature_addition', 'performance_improvement']",0,1,1
1723,    miscellaneous cleanup  mostly fighting with feature warnings ,['performance_improvement'],0,0,1
1724,    refactor: rename the atom directory to shell ,['performance_improvement'],0,0,1
1725,    mips: alchemy: xxs1500 pcmcia driver rewrite          rewritten xxs1500 pcmcia socket driver  standalone (doesn't depend on     au1000_generic.c) and added carddetect irq support.          signed-off-by: manuel lauss <manuel.lauss@gmail.com>     cc: florian fainelli <florian@openwrt.org>     cc: linux-pcmcia <linux-pcmcia@lists.infradead.org>     signed-off-by: ralf baechle <ra,"['feature_addition', 'performance_improvement']",0,1,1
1726,    remove empty xml comment lines (#7401) ,['performance_improvement'],0,0,1
1727,    safer way to handling typename + cleanup ,['performance_improvement'],0,0,1
1728,    drm/i915: add rc6 residency times to debugfs          rc6 residency should be in intervals of 1.28us  and the counter wraps.     here is an example using awk to get the various rc6 and rc6+ residency     times in seconds  since boot.          cat /sys/kernel/debug/dri/0/i915_drpc_info  | grep residency | awk -f':' -f' '  '{print $5 * 1.28 / 1000000}'          this is primarily ,['feature_addition'],0,1,0
1729,    iommu/arm-smmu: remove io-pgtable spinlock          with the io-pgtable code now robust against (valid) races  we no longer     need to serialise all operations with a lock. this might make broken     callers who issue concurrent operations on overlapping addresses go even     more wrong than before  but hey  they already had little hope of useful     or deterministic results. ,['performance_improvement'],0,0,1
1730,    added covar_ and sort_ enums to core.hpp; fixed many  many vs2005  vs2010 and mingw (gcc 4.5.2) warnings ,"['bug_fix', 'feature_addition']",1,1,0
1731,    remove duplicated function ,['performance_improvement'],0,0,1
1732,    net: rfkill: gpio: remove unused and obsolete platform parameters          after upgrading to descriptor based gpios  the gpio numbers     are not used anymore. the power_clk_name and the platform     specific setup and close hooks are not used by anybody  and     we should not encourage use of such things  so removing them.          acked-by: alexandre courbot <acourbot@nvidia,['performance_improvement'],0,0,1
1733,    [propertyinfo] added support for extract type from default value ,['feature_addition'],0,1,0
1734,    reorganize source code in preparation to move into aspnet/aspnetcore     prior to reorganization  this source code was found in https://github.com/aspnet/security/tree/930ed239e41d7547edf06f31efa3461d1a2c6bad ,['performance_improvement'],0,0,1
1735,    fixed #2297  #2300; fixed several warnings ,['bug_fix'],1,0,0
1736,    cmd/link: let writelines work when pcstmt symbol doesn't exist          the assembler does not produce pcstmt symbols  writeline should be able     to work even if no pcstmt symbol exists for a given function.          fixes #25216  #25191          change-id: i41e16df1e7c8ca59d27e7514537609e309a51c51     reviewed-on: https://go-review.googlesource.com/110816     reviewed-by: da,['bug_fix'],1,0,0
1737,    improve etcd-version-monitor metrics proxying  add etcd 3.1 gprc metric support ,"['feature_addition', 'performance_improvement']",0,1,1
1738,    prevent duplicate files from getting onto sources ,['performance_improvement'],0,0,1
1739,    moved telemetry api to new data model api recommended by vs telemetry team.          also  now merged separate vs telemetry logger to one since telemetry activity is now obsolete. also remote host also now share logger since both is now on new api ,['feature_addition'],0,1,0
1740,    add networking.k8s.io v1 api  with networkpolicy ,['feature_addition'],0,1,0
1741,    x86/vt-d: fix incorrect bit operations in setting values          the function context_set_address_root() and set_root_value are setting new     address in a wrong way  and this patch is trying to fix this problem.          according to intel vt-d specs(feb 2011  revision 1.3)  chapter 9.1 and 9.2      field ctp in root entry is using bits 12:63  field asr in context entry is  ,['bug_fix'],1,0,0
1742,    add todos on several register_op calls that should get deprecated.     remove histogramaccumulatorsummary from hidden_ops.txt and logging_ops.py; this     op no longer exists.     change: 146534447 ,"['performance_improvement', 'feature_addition']",0,1,1
1743,    refactor: replace all uses of boost::optional with our own optional type          after this:          - `boost::optional` is no longer used directly (only through `optional`         which is an alias for it)     - `boost/optional.hpp` is only included in one place ,['performance_improvement'],0,0,1
1744,    make necessary changes after rebase  and add a test ,['feature_addition'],0,1,0
1745,    removed dead memory mangagement code          git-svn-id: https://tesseract-ocr.googlecode.com/svn/trunk@647 d0cd1f9f-072b-0410-8dd7-cf729c803f20 ,['performance_improvement'],0,0,1
1746,    [patch] remove tty_dont_flip          remove tty_dont_flip tty flag.  this flag was introduced in 2.1.x kernels     to prevent the n_tty line discipline functions read_chan() and     n_tty_receive_buf() from running at the same time.  2.2.15 introduced     tty->read_lock to protect access to the n_tty read buffer  which is the     only state requiring protection between these t,"['performance_improvement', 'feature_addition']",0,1,1
1747,    [patch] libata: use ata_flag_pio_polling for pdc_adma          pdc_adma was overlooked and broken by the irq-pio patch:     only hsm_st_last interrupts should be delivered to this lldd.          adding ata_flag_pio_polling to pdc_adma fixes the problem (temporarily)      before we convert the irq handler of pdc_adma to handle all interrupts.          signed-off-by: albert lee <,"['bug_fix', 'feature_addition']",1,1,0
1748,    spi: omap2-mcspi: restore context always in runtime_resume          we can have the soc enter off mode also during idle  not just     during suspend. currently we are handling the cs restore properly     for unused cs only for resume and not for runtime resume.          let's just move all the context related restore to runtime_resume().          signed-off-by: tony lindgren <t,['performance_improvement'],0,0,1
1749,    add clang-format conf to the project  format the c++ code (#1141) ,['performance_improvement'],0,0,1
1750,    remove unnecessary code. ,['performance_improvement'],0,0,1
1751,    fix some format specificers          time_t is of 64 bits type on some systems as well. ,"['performance_improvement', 'bug_fix']",1,0,1
1752,    [react-interactions] fix memory leak in event responder system (#17421) ,['bug_fix'],1,0,0
1753,    framework created for distribution. fixed a major bug causing bad animation. added new feature to show textfield placeholder text on toolbar. project converted to mvc pattern (created separate classes). ,"['bug_fix', 'feature_addition']",1,1,0
1754,    [qt] new status bar unit display control and related changes.          - new status bar control shows the current unit of display.       when clicked (left or right button) it shows a context menu       that allows the user to switch the current unit of display (btc  mbtc  ubtc)     - recent requests and transaction table headers are now updated when       unit of display is ch,['feature_addition'],0,1,0
1755,    net/rpc: clarify requirements for connections and codecs          1. connections and codecs need to be partially safe for concurrent use.        namely  read side is serialized by one mutex         and writing side is serialized by another.        current comment says that they need to be fully thread-safe         which makes the default implementations (gobclientcodec/gobserve,['performance_improvement'],0,0,1
1756,    support overrides for client-side validation messages     - #2969     - `remoteattribute` did not support `istringlocalizer` overrides      - use same `mvcdataannotationslocalizationoptions` property as for other `validationattribute`s     - error message `numericclientmodelvalidator` added could not be overridden      - not related to `istringlocalizer` because users have no w,['feature_addition'],0,1,0
1757,"    add ""inject touch"" control message          add a control message type in the protocol to forward touch events to     the device. ",['feature_addition'],0,1,0
1758,    add createdat filed to volume. display when volume is inspected.          closes #32663 by adding createdat field when volume is created.     displaying createdat value when volume is inspected     adding tests to verfiy the new field is correctly populated          signed-off-by: marianna <mtesselh@gmail.com>          moving createdat tests from the cli          moving the tes,['feature_addition'],0,1,0
1759,    api: fixes visibility of project hook          when a user is not authorized to see the list of hooks for a project  he is     still able to access the hooks separately. for example if access to     `get /projects/:id/hooks` fails and returns a `403 unauthorized` error it is     still possible to access a hook directly via `get /projects/:id/hooks/:hook_id`.          fixes acce,['bug_fix'],1,0,0
1760,    mlxsw: reg: add router algorithmic lpm tree binding register definition          this register is used to bind virtual router and protocol to an     allocated lpm tree.          signed-off-by: jiri pirko <jiri@mellanox.com>     reviewed-by: ido schimmel <idosch@mellanox.com>     signed-off-by: david s. miller <davem@davemloft.net> ,['feature_addition'],0,1,0
1761,    add c10::stream  make at::cuda::cudastream use it. (#13133)          summary:     pull request resolved: https://github.com/pytorch/pytorch/pull/13133          c10::stream is a device agnostic object which represents a stream     on some device (defined as c10::device).  the primary benefit of     introducing this object is that we can easily refer to it from code     in the no,['feature_addition'],0,1,0
1762,    improvements to candle shadow color choice ,['performance_improvement'],0,0,1
1763,    stmmac: use one memset() to reset tdes01          use one memset() to reset all tdes01 fields instead     of one by one to reduce number of instructions.          signed-off-by: giuseppe cavallaro <peppe.cavallaro@st.com>     signed-off-by: david s. miller <davem@davemloft.net> ,['performance_improvement'],0,0,1
1764,    added methods iscompact and iscontiguous to bytestring          * the ability to check whether a bytestring is compact / contiguous       can be very useful when optimizing user code ,['feature_addition'],0,1,0
1765,    fuse: improve aio directio write performance for size extending writes          while sending the blocking directio in fuse  the write request is broken     into sub-requests  each of default size 128k and all the requests are sent     in non-blocking background mode if async_dio mode is supported by libfuse.     the process which issue the write wait for the completion of all ,['performance_improvement'],0,0,1
1766,    fs: reduce the use of module.h wherever possible          for files only using this_module and/or export_symbol  map     them onto including export.h -- or if the file isn't even     using those  then just delete the include.  fix up any implicit     include dependencies that were being masked by module.h along     the way.          signed-off-by: paul gortmaker <paul.gortmaker,['bug_fix'],1,0,0
1767,    added and using gmock matcher for hloinstruction     change: 153159175 ,['feature_addition'],0,1,0
1768,    fixed #12851 -- another attempt at fixing select_related() with inherited models  this time with only(). thanks to phxx for the test case.          git-svn-id: http://code.djangoproject.com/svn/django/trunk@13059 bcc190cf-cafb-0310-a4f2-bffc1f526a37 ,['bug_fix'],1,0,0
1769,    remove the condition argument from warning() (#17568)          * prep for codemod          * prep warnings          * rename lint rules          * codemod for ifs          * shim www functions          * handle more cases in the transform          * thanks de morgan          * run the codemod          * delete the transform          * fix up confusing conditions manually       ,"['performance_improvement', 'bug_fix']",1,0,1
1770,    fixed #368:           - added assertions to cause failure earlier      - added test case      - use batchsourcefile length (characters) rather than file length (bytes) ,"['feature_addition', 'bug_fix']",1,1,0
1771,    complete rewrite of the `fastlane init` onboarding flow (#11386)          * [wip] complete rewrite of the `fastlane init` onboarding flow          * add confirmation with enter          * add information about code signing          * refactor setup code into multiple classes and make it extendable          * add initial login flow + description of why we need the credentials   ,"['performance_improvement', 'feature_addition']",0,1,1
1772,    media: staging: atomisp: remove fsf snail address          snail address is subject to change  remove it completely from the code.          this has been done using the following script:                  sed -i '/you should/ /02110-1301/d' \                     $(git grep -n -w franklin -- drivers/staging/media/atomisp/ | cut -f1 -d:)          no functional change intended.    ,['performance_improvement'],0,0,1
1773,    add api to overwrite the float interface of quantized tflite model. currently supports int8 and uint8.          also added standalone c++ main function.          piperorigin-revid: 299841432     change-id: i0fc01bbc929e8ee232f0cf2356ac83294aeafada ,['feature_addition'],0,1,0
1774,    clean up types in build/lib/optimize.ts ,['performance_improvement'],0,0,1
1775,    fix terminal workspace shell/args ,['bug_fix'],1,0,0
1776,    feat: add tag downloadfile in all languages (#19361) ,['feature_addition'],0,1,0
1777,    power: supply: maxim: add spdx license identifiers          replace gpl v2.0 and v2.0+ license statements with spdx license     identifiers.          signed-off-by: krzysztof kozlowski <krzk@kernel.org>     signed-off-by: sebastian reichel <sebastian.reichel@collabora.com> ,['feature_addition'],0,1,0
1778,    lib/rand: break out random functions into separate package          the intention for this package is to provide a combination of the     security of crypto/rand and the convenience of math/rand. it should be     the first choice of random data unless ultimate performance is required     and the usage is provably irrelevant from a security standpoint.          github-pull-reque,['performance_improvement'],0,0,1
1779,    staging: rtl8192u: fix checkpatch issue with comma in r819xu_firmware.c          add space after ' ' to fix the error message provided by checkpatch.pl:     error: space required after that ' '          signed-off-by: freeman zhang <freeman.zhang1992@gmail.com>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,['bug_fix'],1,0,0
1780,    new inode method: ->free_inode()          a lot of ->destroy_inode() instances end with call_rcu() of a callback     that does rcu-delayed part of freeing.  introduce a new method for     doing just that  with saner signature.          rules:     ->destroy_inode         ->free_inode             f                       g               immediate call of f()                       ,['feature_addition'],0,1,0
1781,    reorganize source code in preparation to move into aspnet/aspnetcore     prior to reorganization  this source code was found in https://github.com/aspnet/authsamples/tree/8f471bf65bbc6a5de4425da64a64ee262aafbadb ,['performance_improvement'],0,0,1
1782,"    drm/i915: don't leak global_timeline          we need to clean up the global_timeline in i915_gem_load_cleanup.          v2: don't forget about the struct_mutex  and also warn_on if we have any     remaining timelines before purging the global_timeline.          v3: it might be a good idea to first remove the global_timeline...duh!          fixes: 73cb97010d4f (""drm/i915: combi","['bug_fix', 'performance_improvement']",1,0,1
1783,    2.x: add efficient concatwith(single|maybe|completable) overloads (#5845)          * 2.x: add efficient concatwith(single|maybe|completable) overloads          * correct the concatwith(completable) tck file name          * increase coverage          * change local variable names. ,"['feature_addition', 'performance_improvement']",0,1,1
1784,    [scsi] lpfc 8.2.3 : miscellaneous small fixes - part 1          miscellaneous small fixes - part 1     - fix typo kmzlloc -> kzalloc     - fix discovery ndlp use after free panic     - fix link event causing flood of 0108 messages     - relieve some mbox congestion on link up with 100 vports     - fix broken vport parameters     - prevent lock recursion in logo_reglogin_issue  ,['bug_fix'],1,0,0
1785,    [scsi] bfa: make changes to fcxp resource management.          - made changes to split fcxp resources as request and response resources.     - the split will reduce the contention for fcxp resources in an open zone       config.          signed-off-by: krishna gudipati <kgudipat@brocade.com>     signed-off-by: james bottomley <jbottomley@parallels.com> ,['performance_improvement'],0,0,1
1786,    ladder configuration (#4786)          * add ability to configure ladder levels to use specified hero/equipment in code.          * start to add level passwords for restricted level preview.          * starting to move configuration of mirror match ladders from code to data          * fix typo          * remove hero config for arenas - now lives in the level data          * don',"['bug_fix', 'feature_addition']",1,1,0
1787,    add a hostfailurelistener to notify client code if a node got disconnected (#21709)          today there is no way to get notified if a node is disconnected. client code     must poll the transportclient constantly to detect that a node is not connected     anymore in order to react and add new nodes or notify altering etc. for instance     if a hostname  gets resolved to an ip,['feature_addition'],0,1,0
1788,    fix(ivy): ensure @animation host bindings/listeners work properly (#27896)          pr close #27896 ,['bug_fix'],1,0,0
1789,    * fix bug #47370 (bc breakage of array_unique()) ,['bug_fix'],1,0,0
1790,    fixed bug #54180 (parse_url() incorrectly parses path when ? in fragment) ,['bug_fix'],1,0,0
1791,    update formatting and remove some unnecessary imports ,['performance_improvement'],0,0,1
1792,    add scheduling framework configuration          update bazel build          fix get plugin config method          initialize only needed plugins          fix unit test          fix import duplicate package          update bazel          add docstrings          add weight field to plugin          add plugin to v1alpha1          add plugins at appropriate extension points        ,"['feature_addition', 'bug_fix']",1,1,0
1793,    usblp: cosmetics          this is a small bunch of cosmetic fixes:      - timeout is not a write timeout anymore  rename      - condition in poll was confusingly backwards  invert and simplify      - the comment log gave a wrong impression of version 0.13  terminate it.          signed-off-by: pete zaitcev <zaitcev@redhat.com>     signed-off-by: greg kroah-hartman <gregkh@suse.,['bug_fix'],1,0,0
1794,    adding dropout to dnn estimators  zero initialization for linear estimators. verbosity pass through for default monitor.     change: 118995322 ,"['feature_addition', 'performance_improvement']",0,1,1
1795,    make thccachinghostallocator less aggressive.          in cases where copyasync is a large percentage of the work      processing events in recordevent can cause a large bottleneck.          here  we relax the constraint that we reclaim blocks as fast as possible     (i.e. in copyaync); instead  we only check that a block can be re-allocated     in malloc and free. ,['performance_improvement'],0,0,1
1796,    various fixes for ember 2.10 ,['bug_fix'],1,0,0
1797,    standardize style and eliminate trailing whitespace. nfc.          swift svn r31419 ,['performance_improvement'],0,0,1
1798,    introduce `render :html` for render html string          this is an option for to html content with a content type of     `text/html`. this rendering option calls `erb::util.html_escape`     internally to escape unsafe html string  so you will have to mark your     string as html safe if you have any html tag in it.          please see #12374 for more detail. ,"['feature_addition', 'performance_improvement']",0,1,1
1799,    bcma: fix bcm4716/bcm4748 i2s irqflag          the default irqflag assignment for the i2s core on some broadcom     4716/4748 devices is invalid and needs to be corrected (from the     broadcom sdk).          signed-off-by: nathan hintz <nlhintz@hotmail.com>     acked-by: hauke mehrtens <hauke@hauke-m.de>     signed-off-by: john w. linville <linville@tuxdriver.com> ,['bug_fix'],1,0,0
1800,    uhci-hub: use usb_dt_hub          fix  using the  bare numbers to set the 'bhubcharacteristics' field of the hub     descriptor while the values are #define'd in <linux/usb/ch11.h>.          signed-off-by: sergei shtylyov <sergei.shtylyov@cogentembedded.com>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,['bug_fix'],1,0,0
1801,    block: remove unused req_unplug          the request inherits the unplug flag from the bio  but it isn't actually     used. the bio flag stops at __make_request()  which tells it to unplug     after submission. passing it on to the request doesn't make any sense.          signed-off-by: jens axboe <jens.axboe@oracle.com> ,['performance_improvement'],0,0,1
1802,    [media] v4l: add support for integer menu controls with standard menu items          the patch modifies the helper function v4l2_ctrl_new_std_menu     to accept integer menu controls with standard menu items.          signed-off-by: sylwester nawrocki <s.nawrocki@samsung.com>     signed-off-by: arun kumar k <arun.kk@samsung.com>     acked-by: hans verkuil <hans.verkuil@cisco.co,['feature_addition'],0,1,0
1803,"    sql: introduce the columnar option for rest requests (#39287)          * add ""columnar"" option for rest requests (but be lenient for non-""plain""     modes) for json  yaml  smile and cbor formats.     * updated documentation ","['feature_addition', 'performance_improvement']",0,1,1
1804,    use data folder for win32 and linux portable mode          fixes #53108 ,['bug_fix'],1,0,0
1805,"    add ability to associate an id with tasks  (#27764)          adds support for capturing the x-opaque-id header from a rest request and storing it's value in the tasks that this request started. it works for all user-initiated tasks (not only search).          closes #23250          usage:     ```     $ curl -h ""x-opaque-id: imotov"" -h ""foo:bar"" ""localhost:9200/_tasks?pretty&gro",['feature_addition'],0,1,0
1806,    [xla] refactor createmoduleconfig to share code between multiple call-sites.          previously service  localservice and compileonlyservice had their own code to     create a new hlomoduleconfig  with much repetition (and some ommissions);     collect all these uses in a single method.          piperorigin-revid: 163766869 ,"['feature_addition', 'performance_improvement']",0,1,1
1807,    add two helper methods to the graphcycle class.          piperorigin-revid: 195902659 ,['feature_addition'],0,1,0
1808,    fix: redirect to default homepage when visiting `/login`          previously this was hard-coded to redirect to `/latest` ,['bug_fix'],1,0,0
1809,    +str #15218 add mapfuture operator ,['feature_addition'],0,1,0
1810,    added #define __stdc_format_macros to tensor and storage code templates to avoid problems with gcc 4.8.5 (#3629) ,['feature_addition'],0,1,0
1811,    [spark-13221] [sql] fixing groupingsets when aggregate functions containing groupby columns          using groupingsets will generate a wrong result when aggregate functions containing groupby columns.          this pr is to fix it. since the code changes are very small. maybe we also can merge it to 1.6          for example  the following query returns a wrong result:     ```s,['bug_fix'],1,0,0
1812,    src: replace fromjust() with check() when possible          fromjust() is often used not for its return value  but for its     side-effects. in these cases  check() exists  and is more clear as to     the intent. from its comment:            to be used  where the actual value of the maybe is not needed  like       object::set.          see: https://github.com/nodejs/node/pull/2,['performance_improvement'],0,0,1
1813,    perf(raf): use rafframes instead of fastdom ,['performance_improvement'],0,0,1
1814,    fixes #66981 ,['bug_fix'],1,0,0
1815,    adding retaincontextwhenhidden test ,['feature_addition'],0,1,0
1816,    added means to lookup torrent infohashes to test the dht engine. ,['feature_addition'],0,1,0
1817,    [json] update language service & server & markedstring escaping fix. fixes #11413 ,['bug_fix'],1,0,0
1818,    fixed the shebang lines on the python scripts.          also  removed the one from modules/python/src2/cv.py and cleared its     executable bit  since it's not a script. ,"['bug_fix', 'performance_improvement']",1,0,1
1819,    perf report: merge al->filtered with hist_entry->filtered          i.e. don't drop al->filtered entries  create the hist_entries and use     its ->filtered bitmap  that is kept with the same semantics for its     bitmap  leaving the filtering to be done at the hist_entry level  i.e.     in the uis.          this will allow zooming in/out the filters.          signed-off-by: nam,['performance_improvement'],0,0,1
1820,    more randomly failing specs fixes. ,['bug_fix'],1,0,0
1821,    sql: move metrics tracking inside planexecutor (#38259)          move metrics in one place  from the transport layer inside the     planexecutor     remove unused class          close #38258 ,['performance_improvement'],0,0,1
1822,    checkout: check return value of resolve_refdup before using hash          if resolve_refdup() fails it returns null and possibly leaves its hash     output parameter untouched.  make sure to use it only if the function     succeeded  in order to avoid accessing uninitialized memory.          found with t/t2011-checkout-invalid-head.sh --valgrind.          signed-off-by: rene sc,['performance_improvement'],0,0,1
1823,    cmd/internal/objfile: add arm64 disassembler support          fixes #19157          change-id: ieea286e8dc03929c3645f3113c33df569f8e26f3     reviewed-on: https://go-review.googlesource.com/58930     reviewed-by: cherry zhang <cherryyz@google.com> ,"['feature_addition', 'bug_fix']",1,1,0
1824,    sema: subscript default arguments          fixes <https://bugs.swift.org/browse/sr-6118>. ,['bug_fix'],1,0,0
1825,    drm/armada: replace drm_framebuffer_reference/unreference() with _get/put()          this patch replace instances of drm_framebuffer_reference/unreference with     *_get/put() suffixes  because get/put is shorter and consistent with the     kernel use of *_get/put suffixes.     this was done with the following coccinelle script:          @r1@     expression e;     @@          (,['performance_improvement'],0,0,1
1826,     use rollover for slm's history indices (#45686)          following our own guidelines  slm should use rollover instead of purely     time-based indices to keep shard counts low. this commit implements lazy     index creation for slm's history indices  indexing via an alias  and     rollover in the built-in ilm policy. ,"['feature_addition', 'performance_improvement']",0,1,1
1827,    drm/nouveau/mmu: define user interfaces to mmu memory allocation          signed-off-by: ben skeggs <bskeggs@redhat.com> ,['feature_addition'],0,1,0
1828,    [spark-8759][sql] add default eval to binary and unary expression according to default behavior of nullable          we have `nullsafecodegen` to provide default code generation for binary and unary expression  and we can do the same thing for `eval`.          author: wenchen fan <cloud0fan@outlook.com>          closes #7157 from cloud-fan/refactor and squashes the following co,['feature_addition'],0,1,0
1829,    bluetooth: add close() callback to l2cap_chan_ops          close() calls l2cap_sock_kill() on l2cap_sock.c          signed-off-by: gustavo f. padovan <padovan@profusion.mobi> ,['feature_addition'],0,1,0
1830,    test(ivy): root cause analysis for e2e tests in common (#28506)          adds root causes to the e2e test failures in `common`.          this pr resolves fw-1011.          pr close #28506 ,['feature_addition'],0,1,0
1831,    add debugger text writer iface ,['feature_addition'],0,1,0
1832,    produce .d.ts files from our typescript compilation.     deliver them into our npm module output so users can consume them directly.          fixes #3082 ,['bug_fix'],1,0,0
1833,    decouple xcontentbuilder from bytesreference (elastic/x-pack-elasticsearch#4119)          * decouple xcontentbuilder from bytesreference          this commit handles the removal of all mentions of bytesreference from     xcontentbuilder. this is needed so that we can completely decouple the xcontent     code and move it into its own dependency.          this is the x-pack side ,['performance_improvement'],0,0,1
1834,    migrate non-core modules out          - delete all modules that have been moved into separate projects.     - rename rxjava-core to rxjava ,['performance_improvement'],0,0,1
1835,    dma: sh: use an integer slave id to improve api compatibility          initially struct shdma_slave has been introduced with the only member - an     unsigned slave id - to describe common properties of dma slaves in an     extensible way. however  experience shows  that a slave id is indeed the     only parameter  needed to identify dma slaves. this is also  what is used     b,['performance_improvement'],0,0,1
1836,    [pep8] fix most remaining lint manually ,['bug_fix'],1,0,0
1837,    [spark-18057][follow-up][ss] update kafka client version from 0.10.0.1 to 2.0.0          ## what changes were proposed in this pull request?          update to kafka 2.0.0 in streaming-kafka module  and remove override for scala 2.12. it won't compile for 2.12 otherwise.          ## how was this patch tested?          existing tests.          author: sean owen <srowen@gmail.com,"['feature_addition', 'bug_fix']",1,1,0
1838,    get rid of rubbish logs from serialization_test ,['performance_improvement'],0,0,1
1839,"    implement ""-c"" option to allocate a number of cpu shares to a container ",['feature_addition'],0,1,0
1840,    fix unittesting our `.xaml` classes (#4105)          ## summary of the pull request          new year  new unittests.          this pr introduces a new project  `testhostapp`. this project is largely taken from the taef samples  and allows us to easily construct a helper executable and `resources.pri` for running terminalapp unittests.          ## references          ## pr chec,"['bug_fix', 'feature_addition']",1,1,0
1841,    code restructuring          - moved source files matrix.swift  matrixsize.swift & number.swift to the sources foler in the playground     - restrucutred the code into extensions to make it more organized and readable     - deleted all the objects from the playground and moved them to the sources folder ,['performance_improvement'],0,0,1
1842,    [xla] get rid of deprecated methods on hloverifiedtestbase.          removed:           - module()      - parseandverifymodule()      - createnewmodule()          also made hlotestbase::createnewmodule() return a unique_ptr to make it     consistent with createnewverifiedmodule().          piperorigin-revid: 221008153 ,['performance_improvement'],0,0,1
1843,    refactor actuator package locations          restructure actuator packages to improve structure. the following     changes have been made:           - separate actuator and actuator auto-configuration into different        modules.      - move endpoint code into `spring-boot-actuator`.      - move `endpoint` implementations from a single package into        technology specific ,['performance_improvement'],0,0,1
1844,    staging: brcm80211: remove si sb utils from brcmfmac          si/sb utility is removed from broadcom fullmac driver.     all unused files are removed.          signed-off-by: franky lin <frankyl@broadcom.com>     signed-off-by: greg kroah-hartman <gregkh@suse.de> ,['performance_improvement'],0,0,1
1845,    add hook to add taghelperdirectivedescriptors.          - also added a test to validate that you can hook into the taghelperdescriptorresolutioncontext.          #214 ,['feature_addition'],0,1,0
1846,    blackfin: optimize fixed code handling for the most common case          the majority of the time we are returning to user space  it is not in the     fixed atomic code region.  so rather than branch to a function where we     check the pc and return  do the check inline and branch only when needed.          also  tweak some of the fixed code handling based on assumptions we ar,"['bug_fix', 'performance_improvement']",1,0,1
1847,    sh: consolidated sh7751/sh7780 pci support.          this cleans up quite a lot of the pci mess that we     currently have  and attempts to consolidate the     duplication in the sh7780 and sh7751 pci controllers.          signed-off-by: paul mundt <lethal@linux-sh.org> ,['performance_improvement'],0,0,1
1848,    add opds support     this pr implements a simple opds browser which can be launched     from filemanager menu. ,['feature_addition'],0,1,0
1849,    change internal fs translog to be less blocking  and easier to refactor later for better flush concurrency ,['performance_improvement'],0,0,1
